No.,CAS,SMILES,pLD50
221,33624-74-7,CCCCn1cnc(c1)c2ccc(OCc3ccccc3)cc2,-3.10
222,33624-75-8,CCCCn1cnc(c1)c2ccc(OCC)cc2,-2.53
223,33673-01-7,CCC(C)C(CO)CO,-2.45
224,34947-51-8,COc1cc(cc(OC)c1OC)C2C3=C(O)CC(C)(C)CC3=NC4=C2C(=O)C(C)C4=O,-2.32
225,40405-63-8,CCCCn1cnc(c1)c2ccc(OC)cc2,-2.66
226,40405-65-0,CCCCn1cnc(c1)c2ccc(OCCC)cc2,-2.63
227,40405-67-2,CCCCOc1ccc(cc1)c2cn(CCCC)cn2,-2.62
228,40405-68-3,CCCCn1cnc(c1)c2ccc(OCCC(C)C)cc2,-2.68
229,40405-70-7,CCCCCCOc1ccc(cc1)c2cn(CCCC)cn2,-2.63
230,40405-75-2,COc1ccc(cc1)c2cn(C)cn2,-2.65
231,41040-70-4,CC1(CCC2OCC(C[N+](C)(C)C)O2)OCC(C[N+](C)(C)C)O1,-1.34
232,41040-74-8,CC1(CCC2OCC(C[N+]3(C)CCCCC3)O2)OCC(C[N+]4(C)CCCCC4)O1,-0.61
233,41040-76-0,CC1(CCC(=O)OCC[N+](C)(C)C)OCC(C[N+](C)(C)C)O1,-2.31
234,41040-78-2,CC1(CCC(=O)OCC[N+]2(C)CCCC2)OCC(C[N+]3(C)CCCC3)O1,-1.64
235,41040-80-6,CC1(CCC(=O)OCC[N+]2(C)CCCCC2)OCC(C[N+]3(C)CCCCC3)O1,-1.30
236,42973-01-3,CCN(CC)CCNC(=O)C(C)(C)Oc1ccc(Cl)cc1,-2.15
237,42973-05-7,CCN(CC)CCNC(=O)COc1ccc(cc1)c2ccccc2,-2.00
238,49593-93-3,CCCCCCCCOP1(=O)CCC=C1,-2.19
239,49842-07-1,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,-2.42
240,50916-11-5,CCOc1cc(cc(OCC)c1OCC)C(=O)C2CCON2,-2.78
241,50916-12-6,CCOc1cc(cc(OCC)c1OCC)C(=O)N2CCOC2,-2.78
242,51071-56-8,Nc1ncccc1C(=O)NCc2ccccc2,-2.66
243,51071-57-9,Nc1ncccc1C(=O)Nc2ccccc2,-2.47
244,51071-58-0,Cc1ccc(NC(=O)c2cccnc2N)cc1,-2.06
245,51071-59-1,COc1ccc(NC(=O)c2cccnc2N)cc1,-2.35
246,51081-37-9,CC(C)OP1(=O)CCC=C1,-3.49
247,51081-38-0,CC(C)OP1(=O)CC=CC1,-3.38
248,51781-21-6,CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,-2.57
249,54521-95-8,CCC(=O)OC1(CC(C)N(CCCN(C)C)CC1C)c2ccccc2,-2.44
250,54521-97-0,CCN(CC)CCCN1CC(C)C(CC1C)(OC(=O)CC)c2ccccc2,-2.60
251,54521-99-2,CCC(=O)OC1(CC(C)N(CCCN2CCCC2)CC1C)c3ccccc3,-2.64
252,54522-01-9,CCC(=O)OC1(CC(C)N(CCCN2CCCCC2)CC1C)c3ccccc3,-2.39
253,54522-03-1,CCC(=O)OC1(CC(C)N(CCCN2CCOCC2)CC1C)c3ccccc3,-2.60
254,56533-61-0,O=C(CN1CCCCC1)N2CCc3ccccc23,-2.12
255,58012-93-4,OC(CN1CCN(CC1)c2ccccc2)c3cccnc3,-2.35
256,58012-94-5,COc1ccccc1N2CCN(CC(O)c3cccnc3)CC2,-2.17
257,58012-96-7,COc1ccc(cc1)N2CCN(CC(O)c3cccnc3)CC2,-1.87
258,58012-97-8,Cc1ccccc1N2CCN(CC(O)c3cccnc3)CC2,-2.17
259,58012-98-9,Cc1cccc(c1)N2CCN(CC(O)c3cccnc3)CC2,-2.39
260,58013-00-6,OC(CN1CCN(CC1)c2ccccc2Cl)c3cccnc3,-2.26
261,58013-01-7,OC(CN1CCN(CC1)c2cccc(Cl)c2)c3cccnc3,-2.44
262,58013-02-8,OC(CN1CCN(CC1)c2ccc(Cl)cc2)c3cccnc3,-2.05
263,58013-04-0,OC(CN1CCN(CC1)c2ccccc2)c3ccncc3,-2.38
264,58013-05-1,COc1ccccc1N2CCN(CC(O)c3ccncc3)CC2,-2.32
265,58013-06-2,COC(CN1CCN(CC1)c2ccccc2)c3cccnc3,-2.28
266,58013-07-3,CCOC(CN1CCN(CC1)c2ccccc2)c3cccnc3,-2.08
267,58013-08-4,COC(CN1CCN(CC1)c2ccccc2OC)c3cccnc3,-1.91
268,58013-10-8,COC(CN1CCN(CC1)c2ccccc2Cl)c3cccnc3,-2.08
269,58013-12-0,O=C(CN1CCN(CC1)c2ccccc2)c3cccnc3,-2.45
270,58013-13-1,Clc1ccccc1N2CCN(CC(=O)c3cccnc3)CC2,-2.30
271,58013-14-2,COc1ccccc1N2CCN(CC(=O)c3cccnc3)CC2,-2.33
272,58013-15-3,COc1ccccc1N2CCN(CCc3cccnc3)CC2,-1.83
273,58013-16-4,C(Cc1cccnc1)N2CCN(CC2)c3ccccc3,-2.09
274,58013-17-5,Clc1ccccc1N2CCN(CCc3cccnc3)CC2,-2.01
275,59209-57-3,CCC1(N(C)C(=O)CCl)C(=O)c2ccccc2C1=O,-2.85
276,59209-60-8,CCCNC1(CC)C(=O)c2ccccc2C1=O,-2.98
277,59209-61-9,CCN(CC)CC(=O)N(C)C1(CC)C(=O)c2ccccc2C1=O,-2.85
278,59209-62-0,CCC1(N(C)C(=O)CN2CCCCC2)C(=O)c3ccccc3C1=O,-2.64
279,59209-63-1,CCC1(N(C)C(=O)CN2CCOCC2)C(=O)c3ccccc3C1=O,-2.99
280,61925-94-8,CC(Cc1ccccc1)NC(=O)C(N)Cc2ccccc2,-2.04
281,61925-95-9,CC(Cc1ccccc1)N(C)C(=O)C(N)Cc2ccccc2,-2.23
282,62209-22-7,C[N+]1(C)CCCC1CC(=O)CC2CCC[N+]2(C)C,-2.05
283,63152-60-3,Cc1noc2cccc(OCC(O)CNC(C)(C)C)c12,-2.29
284,63445-61-4,CC1C(C)C(=O)CCN1CC#Cc2ccccc2,-2.54
285,63445-63-6,CC1CC(=O)C(C)CN1CC#Cc2ccccc2,-2.65
286,63445-67-0,CC1C(N(CC#Cc2ccccc2)CCC1=O)c3ccccc3,-2.70
287,63446-12-8,C[N+](C)(CCCCc1occc1)Cc2ccccc2,-2.00
288,63446-14-0,CC[N+](C)(C)CCCCCc1occc1,-1.72
289,63446-16-2,CC(CCCCc1occc1)[N+](C)(C)C,-1.49
290,63446-17-3,CC[N+](C)(C)C(C)CCCCc1occc1,-1.77
291,63446-18-4,CC(CCCCc1occc1)[N+](C)(C)Cc2ccccc2,-1.93
292,63446-19-5,CN(C)CCCCc1occc1,-2.05
293,63446-21-9,CC(CCCCc1occc1)N(C)C,-1.80
294,63473-99-4,OC(CNC1CCCCC1)COC2CCCCC2,-1.99
295,63474-03-3,CC(C)(C)NCC(O)COC1CCCCC1,-2.05
296,63474-04-4,CC(C)NCC(O)COCc1ccccc1,-2.22
297,63474-06-6,CC(C)(C)NCC(O)COCc1ccccc1,-2.15
298,63474-11-3,CC(C)NCC(O)COC1CCCC1,-2.20
299,63474-12-4,OC(CNC1CCCCC1)COC2CCCC2,-2.22
300,63480-91-1,CC[N+](C)(C)CCCCc1occc1,-1.49
301,63519-97-1,CC(C)(C)NCC(O)COC1CCCC1,-2.16
302,63519-98-2,OC(CNC1CCCCC1)COCc2ccccc2,-1.65
303,63722-05-4,C[N+](C)(CCOCC[N+](C)(C)Cc1ccccc1)Cc2ccccc2,-1.26
304,63951-18-8,CC[N+](C)(C)CCOCC[N+](C)(CC)CC,-2.18
305,63957-50-6,CCC[N+](CC)(CC)CCOCC[N+](C)(C)CC,-1.93
306,63957-51-7,CCCC[N+](C)(C)CCOCC[N+](CC)(CC)CCCC,-1.23
307,63957-54-0,CC[N+](CC)(CCO)CCOCC[N+](C)(C)CCO,-2.45
308,63957-55-1,CCCCC[N+](C)(C)CCOCC[N+](CC)(CC)CCCCC,-1.58
309,63977-55-9,CC[N+](C)(C)CCCOCCC[N+](CC)(CC)CC,-1.66
310,63977-58-2,CC[N+](C)(CC)CCOC(C)C[N+](C)(C)C,-2.06
311,63977-67-3,CC[N+](C)(CC)CCOCC[N+](C)(C)C,-2.43
312,63981-98-6,CC[N+](C)(C)CCOCC[N+](C)(C)C,-2.68
313,63981-99-7,CCC[N+](C)(CC)CCOCC[N+](C)(C)C,-2.38
314,63982-27-4,CC[N+](C)(C)CCOC(C)C[N+](C)(C)CC,-2.09
315,64048-21-1,CCCC[N+](C)(CC)CCOCC[N+](C)(C)C,-2.23
316,64049-64-5,C[N+](C)(CCOCC[N+](C)(C)CC=C)CC=C,-2.00
317,64049-65-6,CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC,-1.54
318,64049-66-7,CCOC(=O)CC[N+](C)(C)CCOCC[N+](C)(C)CCC(=O)OCC,-2.33
319,64049-67-8,CC[N+](C)(C)CCOCC[N+](C)(C)CC,-2.33
320,64049-68-9,CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC,-1.60
321,64049-69-0,CCC[N+](C)(C)CCOCC[N+](C)(C)CCC,-1.99
322,64049-70-3,CC[N+](CC)(CC)CCOCC[N+](CC)(CC)CC,-2.02
323,64049-86-1,CC[N+](C)(CC)CCOCC[N+](CC)(CC)CC,-1.97
324,64049-88-3,CC[N+](C)(C)CC(C)OCC[N+](CC)(CC)CC,-1.70
325,64049-90-7,CC(C[N+](C)(C)C)OCC[N+](C)(C)C,-2.44
326,64059-39-8,CCCC[N+](CC)(CC)CCOCC[N+](C)(C)CC,-1.71
327,64140-51-8,CCCN(CCC)CC(=O)N1CCc2ccccc12,-2.38
328,64140-52-9,CC1Cc2ccccc2N1C(=O)CN3CCCCC3,-2.23
329,64140-55-2,CC(C)N(CC(=O)N1CCc2ccccc12)C(C)C,-2.37
330,64140-56-3,O=C(CCN1CCCCC1)N2CCc3ccccc23,-2.24
331,66170-04-5,COc1ccc(cc1OC)C(C(=O)C(Cl)(Cl)Cl)c2nccc3cc(OC)c(OC)cc23,-2.52
332,66616-52-2,C(N1CCOCC1)c2oc(Oc3ccccc3)cc2,-2.57
333,66669-76-9,C(N1CCCCC1)c2oc(Oc3ccccc3)cc2,-2.76
334,67982-19-8,CC(C)NCC(O)COc1cccc2sncc12,-1.79
335,67982-24-5,CCCC(C)NCC(O)COc1cccc2sncc12,-1.78
336,67982-28-9,CCC(C)NCC(O)COc1cccc2sncc12,-1.98
337,68450-77-1,C1CCC(CC1)C2(OCC(CO2)N3CCCCC3)c4ccccc4,-2.36
338,68450-79-3,C1CCC(CC1)C2(OCC(CO2)N3CCOCC3)c4ccccc4,-2.64
339,68524-15-2,CCOc1ccc(cc1)C2(C)NC(=O)NC2=O,-3.00
340,68524-16-3,CCCOc1ccc(cc1)C2(C)NC(=O)NC2=O,-3.00
341,68524-17-4,CC(C)Oc1ccc(cc1)C2(C)NC(=O)NC2=O,-3.00
342,68524-18-5,CCCCOc1ccc(cc1)C2(C)NC(=O)NC2=O,-3.00
343,68524-19-6,CC(C)COc1ccc(cc1)C2(C)NC(=O)NC2=O,-3.00
344,68524-20-9,CCCCCOc1ccc(cc1)C2(C)NC(=O)NC2=O,-2.85
345,68524-21-0,CC(C)CCOc1ccc(cc1)C2(C)NC(=O)NC2=O,-3.00
346,68524-74-3,CC(C)(C)NCC(O)COc1cccc2sncc12,-2.19
347,70752-98-6,CN1CCN(CCCn2ccc3ccccc23)CC1,-1.98
348,72320-60-6,CCN1CCN(CC1)c2cc(c3ccccc3)c4ccccc4n2,-2.08
349,72805-96-0,OC(CNC1CCCC1)COC2CCCC2,-2.16
350,72805-97-1,OC(CNCc1ccccc1)COC2CCCC2,-1.93
351,72805-98-2,CC(C)NCC(O)COC1CCCCC1,-1.95
352,72805-99-3,OC(CNC1CCCC1)COC2CCCCC2,-2.03
353,72806-00-9,OC(CNC1CCCC1)COCc2ccccc2,-2.18
354,72806-01-0,OC(CNCc1ccccc1)COCc2ccccc2,-2.26
355,74038-02-1,Cc1ccccc1C(OCCN2CCN(CC2)c3ccccc3)c4ccccc4,-2.40
356,74038-16-7,CC1CN(CCOCCOC(c2ccccc2)c3ccccc3C)C(C)CN1C,-1.93
357,76919-30-7,CCC(C)(CC)NCC(O)COc1cccc2sncc12,-2.11
358,76919-32-9,CC(C)(NCC(O)COc1cccc2sncc12)C#C,-2.26
359,77246-48-1,COc1ccccc1N2CCN(CC(O)c3ccccn3)CC2,-1.70
360,77246-49-2,COC(CN1CCN(CC1)c2ccccc2C)c3cccnc3,-2.08
361,77246-50-5,CCOC(CN1CCN(CC1)c2ccccc2C)c3cccnc3,-2.07
362,77246-51-6,CCOC(CN1CCN(CC1)c2ccccc2OC)c3cccnc3,-1.88
363,77246-52-7,CCOC(CN1CCN(CC1)c2ccccc2OC)c3ccncc3,-2.01
364,77246-53-8,CCOC(CN1CCN(CC1)c2ccccc2OC)c3ccccn3,-1.68
365,78050-79-0,COc1cc(cc(OC)c1OC)C2C3=C(CC(C)(C)CC3=O)N(CC(=O)O)C4=C2C(=O)C(C)C4=O,-3.00
366,78593-71-2,CNC(=O)c1ccc(C)nc1Nc2ccc(C)cc2,-2.41
367,78593-72-3,CNC(=O)c1ccc(C)nc1Nc2ccc(OC)cc2,-2.65
368,78593-73-4,CCNC(=O)c1ccc(C)nc1Nc2ccccc2,-2.59
369,78593-76-7,CCCNC(=O)c1ccc(C)nc1Nc2ccc(C)cc2,-2.44
370,78593-77-8,CCCNC(=O)c1ccc(C)nc1Nc2ccc(OC)cc2,-2.85
371,78593-78-9,CCCCNC(=O)c1ccc(C)nc1Nc2ccccc2,-2.47
372,78593-79-0,CCCCNC(=O)c1ccc(C)nc1Nc2ccc(C)cc2,-2.56
373,82058-25-1,CCNC(=O)N1C(C2C(NC(C(C1c3ccccc3)C2=O)c4ccccc4)c5ccccc5)c6ccccc6,-3.48
374,82058-26-2,CCCCNC(=O)N1C(C2C(NC(C(C1c3ccccc3)C2=O)c4ccccc4)c5ccccc5)c6ccccc6,-3.48
375,82058-27-3,CC(C)(C)NC(=O)N1C(C2C(NC(C(C1c3ccccc3)C2=O)c4ccccc4)c5ccccc5)c6ccccc6,-3.48
376,82058-28-4,O=C(NC1CCCCC1)N2C(C3C(NC(C(C2c4ccccc4)C3=O)c5ccccc5)c6ccccc6)c7ccccc7,-3.48
377,82058-29-5,CCNC(=O)N1C(C2C(NC(c3ccccc3)C(C)(C1c4ccccc4)C2=O)c5ccccc5)c6ccccc6,-3.48
378,82058-30-8,CCCCNC(=O)N1C(C2C(NC(c3ccccc3)C(C)(C1c4ccccc4)C2=O)c5ccccc5)c6ccccc6,-3.48
379,82058-31-9,CC(C)(C)NC(=O)N1C(C2C(NC(c3ccccc3)C(C)(C1c4ccccc4)C2=O)c5ccccc5)c6ccccc6,-3.48
380,82058-32-0,CC12C(NC(C(C(N(C1c3ccccc3)C(=O)NC4CCCCC4)c5ccccc5)C2=O)c6ccccc6)c7ccccc7,-3.43
381,82058-33-1,CCNC(=S)N1C(C2C(NC(C(C1c3ccccc3)C2=O)c4ccccc4)c5ccccc5)c6ccccc6,-3.48
382,82058-34-2,C=CCNC(=S)N1C(C2C(NC(C(C1c3ccccc3)C2=O)c4ccccc4)c5ccccc5)c6ccccc6,-3.48
383,82058-35-3,O=C1C2C(NC(C1C(N(C2c3ccccc3)C(=S)NCc4ccccc4)c5ccccc5)c6ccccc6)c7ccccc7,-3.48
384,82058-36-4,CCNC(=S)N1C(C2C(NC(c3ccccc3)C(C)(C1c4ccccc4)C2=O)c5ccccc5)c6ccccc6,-3.48
385,82058-37-5,CC12C(NC(C(C(N(C1c3ccccc3)C(=S)NCC=C)c4ccccc4)C2=O)c5ccccc5)c6ccccc6,-3.48
386,82058-38-6,CC12C(NC(C(C(N(C1c3ccccc3)C(=S)NCc4ccccc4)c5ccccc5)C2=O)c6ccccc6)c7ccccc7,-3.48
387,82058-39-7,CCNC(=O)N1C(C2C(NC(C(C1c3ccc(OC)cc3)C2=O)c4ccc(OC)cc4)c5ccc(OC)cc5)c6ccc(OC)cc6,-3.48
388,82058-40-0,CCNC(=S)N1C(C2C(NC(C(C1c3ccc(OC)cc3)C2=O)c4ccc(OC)cc4)c5ccc(OC)cc5)c6ccc(OC)cc6,-3.48
389,82058-41-1,CCNC(=O)N1C(C2C(NC(C(C1c3ccccc3Cl)C2=O)c4ccccc4Cl)c5ccccc5Cl)c6ccccc6Cl,-3.48
390,82058-42-2,CCNC(=S)N1C(C2C(NC(C(C1c3ccccc3Cl)C2=O)c4ccccc4Cl)c5ccccc5Cl)c6ccccc6Cl,-3.48
391,82058-43-3,CCNC(=O)N1C(C2C(NC(C(C1c3ccc(Cl)cc3)C2=O)c4ccc(Cl)cc4)c5ccc(Cl)cc5)c6ccc(Cl)cc6,-3.48
392,82058-44-4,CCNC(=S)N1C(C2C(NC(C(C1c3ccc(Cl)cc3)C2=O)c4ccc(Cl)cc4)c5ccc(Cl)cc5)c6ccc(Cl)cc6,-3.48
393,82380-38-9,C[N+]12CCC(CC1)C(O)(C2=C)c3ccccc3,-2.07
394,82380-40-3,Cc1ccccc1C2(O)C3CC[N+](C)(CC3)C2=C,-1.97
395,82380-43-6,Cc1ccc(cc1)C2(O)C3CCN(CC3)C2=C,-2.27
396,82380-44-7,Cc1ccc(cc1)C2(O)C3CC[N+](C)(CC3)C2=C,-1.89
397,82380-45-8,Cc1ccc(cc1C)C2(O)C3CCN(CC3)C2=C,-2.24
398,82380-46-9,Cc1ccc(cc1C)C2(O)C3CC[N+](C)(CC3)C2=C,-2.11
399,86343-58-0,COC(=O)C1C[N+](C)(C)CCC1O,-2.76
400,86343-59-1,COC(=O)C(C)CN(C)C,-2.90
401,86343-60-4,CCN(CC)CC(C)C(=O)OC,-3.30
402,88556-33-6,CC(=Nc1ccccc1)C2=C(C)OC(=O)C2=O,-2.46
403,88556-34-7,CC(=Nc1ccc(C)cc1)C2=C(C)OC(=O)C2=O,-2.40
404,88556-35-8,CC(=Nc1ccc(F)cc1)C2=C(C)OC(=O)C2=O,-2.56
405,97238-28-3,CCN(CC)CCOC(=O)C1CC[N+](C)(C)CC1,-1.60
406,97490-76-1,CCN(CC)CC(=O)Nc1c(CC)cccc1CC,-2.40
407,101952-52-7,CCNC(=O)c1ccc(C)nc1Nc2ccc(C)cc2,-2.48
408,101975-81-9,C(N1CCN(CC1)C2CCCCC2)C34CC5CC(CC(C5)C3)C4,-1.95
409,101975-82-0,C(N1CCN(CC1)C2CCCCCCC2)C34CC5CC(CC(C5)C3)C4,-2.02
410,101975-86-4,CC(C)CCN1CCN(CC23CC4CC(CC(C4)C2)C3)CC1,-1.97
411,101975-87-5,CC(C)N1CCN(CC23CC4CC(CC(C4)C2)C3)CC1,-2.06
412,101975-89-7,CCCCCN1CCN(CC23CC4CC(CC(C4)C2)C3)CC1,-2.04
413,101997-62-0,CCNC(=O)N1C(CC(=O)C(C)C1c2ccc(OC)cc2)c3ccc(OC)cc3,-3.48
414,102071-70-5,COCC(C)NC(C)(O)COc1cccc2sncc12,-2.13
415,102206-51-9,CCOC(=C1C(C)C(=C(C)N=C1C)C(=O)OCCN2CCOCC2)O,-2.26
416,102280-70-6,CC1(CCC2OCC(C[N+]3(C)CCCC3)O2)OCC(C[N+]4(C)CCCC4)O1,-0.85
417,102571-32-4,CC(CCC[N+](C)(C)C)c1occc1,-1.48
418,109965-42-6,CN(CC[N+]1(C)CCCCC1)CC[N+]2(C)CCCCC2,-1.48
419,5356-93-4,C[Si](C)(COC(=O)N)c1ccccc1,-2.60
420,66443-63-8,C[Si](C)(CCCN)c1occc1,-2.23
421,66443-70-7,C[Si](C)(CCCN)c1cccs1,-2.27
422,78599-03-8,[ClH-].C[Si](C)(CCC[NH+]1CCCCCC1)c2cccs2,-2.04
